	date	store	item	sales
383744	2013-10-12	1	22	69
383745	2013-10-13	1	22	83
383746	2013-10-14	1	22	49
383747	2013-10-15	1	22	49
383748	2013-10-16	1	22	70
383749	2013-10-17	1	22	59
383750	2013-10-18	1	22	60
383751	2013-10-19	1	22	74
383752	2013-10-20	1	22	78
383753	2013-10-21	1	22	45
383754	2013-10-22	1	22	48
383755	2013-10-23	1	22	48
383756	2013-10-24	1	22	57
383757	2013-10-25	1	22	68
383758	2013-10-26	1	22	52
383759	2013-10-27	1	22	65
383760	2013-10-28	1	22	48
383761	2013-10-29	1	22	50
383762	2013-10-30	1	22	51
383763	2013-10-31	1	22	60
383764	2013-11-01	1	22	64
383765	2013-11-02	1	22	69
383766	2013-11-03	1	22	66
383767	2013-11-04	1	22	41
383768	2013-11-05	1	22	57
383769	2013-11-06	1	22	47
383770	2013-11-07	1	22	58
383771	2013-11-08	1	22	65
383772	2013-11-09	1	22	68
383773	2013-11-10	1	22	70
383774	2013-11-11	1	22	52
383775	2013-11-12	1	22	51
383776	2013-11-13	1	22	75
383777	2013-11-14	1	22	68
383778	2013-11-15	1	22	67
383779	2013-11-16	1	22	84
383780	2013-11-17	1	22	75
383781	2013-11-18	1	22	53
383782	2013-11-19	1	22	60
383783	2013-11-20	1	22	50
383784	2013-11-21	1	22	59
383785	2013-11-22	1	22	61
383786	2013-11-23	1	22	63
383787	2013-11-24	1	22	71
383788	2013-11-25	1	22	60
383789	2013-11-26	1	22	55
383790	2013-11-27	1	22	64
383791	2013-11-28	1	22	58
383792	2013-11-29	1	22	78
383793	2013-11-30	1	22	88
383794	2013-12-01	1	22	69
383795	2013-12-02	1	22	41
383796	2013-12-03	1	22	54
383797	2013-12-04	1	22	49
383798	2013-12-05	1	22	42
383799	2013-12-06	1	22	53
383800	2013-12-07	1	22	49
383801	2013-12-08	1	22	55
383802	2013-12-09	1	22	37
383803	2013-12-10	1	22	35
383804	2013-12-11	1	22	52
383805	2013-12-12	1	22	61
383806	2013-12-13	1	22	44
383807	2013-12-14	1	22	39
383808	2013-12-15	1	22	54
383809	2013-12-16	1	22	36
383810	2013-12-17	1	22	38
383811	2013-12-18	1	22	41
383812	2013-12-19	1	22	43
383813	2013-12-20	1	22	49
383814	2013-12-21	1	22	61
383815	2013-12-22	1	22	50
383816	2013-12-23	1	22	33
383817	2013-12-24	1	22	38
383818	2013-12-25	1	22	42
383819	2013-12-26	1	22	40
383820	2013-12-27	1	22	35
383821	2013-12-28	1	22	47
383822	2013-12-29	1	22	57
383823	2013-12-30	1	22	39
383824	2013-12-31	1	22	42
383825	2014-01-01	1	22	34
383826	2014-01-02	1	22	54
383827	2014-01-03	1	22	51
383828	2014-01-04	1	22	45
383829	2014-01-05	1	22	77
383830	2014-01-06	1	22	43
383831	2014-01-07	1	22	47
383832	2014-01-08	1	22	46
383833	2014-01-09	1	22	54
383834	2014-01-10	1	22	36
383835	2014-01-11	1	22	54
383836	2014-01-12	1	22	64
383837	2014-01-13	1	22	33
383838	2014-01-14	1	22	48
383839	2014-01-15	1	22	43
383840	2014-01-16	1	22	45
383841	2014-01-17	1	22	47
383842	2014-01-18	1	22	59
383843	2014-01-19	1	22	59
383844	2014-01-20	1	22	43
383845	2014-01-21	1	22	36
383846	2014-01-22	1	22	41
383847	2014-01-23	1	22	62
383848	2014-01-24	1	22	60
383849	2014-01-25	1	22	56
383850	2014-01-26	1	22	66
383851	2014-01-27	1	22	33
383852	2014-01-28	1	22	54
383853	2014-01-29	1	22	50
383854	2014-01-30	1	22	34
383855	2014-01-31	1	22	47
383856	2014-02-01	1	22	50
383857	2014-02-02	1	22	66
383858	2014-02-03	1	22	46
383859	2014-02-04	1	22	49
383860	2014-02-05	1	22	47
383861	2014-02-06	1	22	52
383862	2014-02-07	1	22	60
383863	2014-02-08	1	22	45
383864	2014-02-09	1	22	60
383865	2014-02-10	1	22	43
383866	2014-02-11	1	22	56
383867	2014-02-12	1	22	38
383868	2014-02-13	1	22	52
383869	2014-02-14	1	22	49
383870	2014-02-15	1	22	66
383871	2014-02-16	1	22	65
383872	2014-02-17	1	22	37
383873	2014-02-18	1	22	53
383874	2014-02-19	1	22	54
383875	2014-02-20	1	22	53
383876	2014-02-21	1	22	61
383877	2014-02-22	1	22	70
383878	2014-02-23	1	22	54
383879	2014-02-24	1	22	32
383880	2014-02-25	1	22	60
383881	2014-02-26	1	22	61
383882	2014-02-27	1	22	54
383883	2014-02-28	1	22	44
383884	2014-03-01	1	22	60
383885	2014-03-02	1	22	71
383886	2014-03-03	1	22	45
383887	2014-03-04	1	22	52
383888	2014-03-05	1	22	70
383889	2014-03-06	1	22	58
383890	2014-03-07	1	22	70
383891	2014-03-08	1	22	76
383892	2014-03-09	1	22	87
383893	2014-03-10	1	22	49
383894	2014-03-11	1	22	56
383895	2014-03-12	1	22	73
383896	2014-03-13	1	22	76
383897	2014-03-14	1	22	70
383898	2014-03-15	1	22	63
383899	2014-03-16	1	22	77
383900	2014-03-17	1	22	53
383901	2014-03-18	1	22	75
383902	2014-03-19	1	22	62
383903	2014-03-20	1	22	53
383904	2014-03-21	1	22	67
383905	2014-03-22	1	22	63
383906	2014-03-23	1	22	71
383907	2014-03-24	1	22	42
383908	2014-03-25	1	22	69
383909	2014-03-26	1	22	55
383910	2014-03-27	1	22	51
383911	2014-03-28	1	22	68
383912	2014-03-29	1	22	81
383913	2014-03-30	1	22	74
383914	2014-03-31	1	22	64
383915	2014-04-01	1	22	66
383916	2014-04-02	1	22	79
383917	2014-04-03	1	22	67
383918	2014-04-04	1	22	82
383919	2014-04-05	1	22	72
383920	2014-04-06	1	22	94
383921	2014-04-07	1	22	52
383922	2014-04-08	1	22	65
383923	2014-04-09	1	22	75
383924	2014-04-10	1	22	79
383925	2014-04-11	1	22	86
383926	2014-04-12	1	22	90
383927	2014-04-13	1	22	80
383928	2014-04-14	1	22	47
383929	2014-04-15	1	22	84
383930	2014-04-16	1	22	83
383931	2014-04-17	1	22	76
383932	2014-04-18	1	22	65
383933	2014-04-19	1	22	77
383934	2014-04-20	1	22	96
383935	2014-04-21	1	22	62
383936	2014-04-22	1	22	77
383937	2014-04-23	1	22	75
383938	2014-04-24	1	22	72
383939	2014-04-25	1	22	70
383940	2014-04-26	1	22	74
383941	2014-04-27	1	22	79
383942	2014-04-28	1	22	67
383943	2014-04-29	1	22	62
383944	2014-04-30	1	22	75
383945	2014-05-01	1	22	86
383946	2014-05-02	1	22	80
383947	2014-05-03	1	22	89
383948	2014-05-04	1	22	86
383949	2014-05-05	1	22	64
383950	2014-05-06	1	22	89
383951	2014-05-07	1	22	74
383952	2014-05-08	1	22	74
383953	2014-05-09	1	22	97
383954	2014-05-10	1	22	68
383955	2014-05-11	1	22	82
383956	2014-05-12	1	22	50
383957	2014-05-13	1	22	71
383958	2014-05-14	1	22	77
383959	2014-05-15	1	22	95
383960	2014-05-16	1	22	99
383961	2014-05-17	1	22	76
383962	2014-05-18	1	22	87
383963	2014-05-19	1	22	54
383964	2014-05-20	1	22	64
383965	2014-05-21	1	22	81
383966	2014-05-22	1	22	75
383967	2014-05-23	1	22	86
383968	2014-05-24	1	22	87
383969	2014-05-25	1	22	103
383970	2014-05-26	1	22	52
383971	2014-05-27	1	22	70
383972	2014-05-28	1	22	82
383973	2014-05-29	1	22	82
383974	2014-05-30	1	22	79
383975	2014-05-31	1	22	80
383976	2014-06-01	1	22	107
383977	2014-06-02	1	22	68
383978	2014-06-03	1	22	71
383979	2014-06-04	1	22	70
383980	2014-06-05	1	22	68
383981	2014-06-06	1	22	96
383982	2014-06-07	1	22	102
383983	2014-06-08	1	22	100
383984	2014-06-09	1	22	53
383985	2014-06-10	1	22	101
383986	2014-06-11	1	22	73
383987	2014-06-12	1	22	74
383988	2014-06-13	1	22	91
383989	2014-06-14	1	22	98
383990	2014-06-15	1	22	102
383991	2014-06-16	1	22	80
383992	2014-06-17	1	22	72
383993	2014-06-18	1	22	84
383994	2014-06-19	1	22	72
383995	2014-06-20	1	22	76
383996	2014-06-21	1	22	90
383997	2014-06-22	1	22	107
383998	2014-06-23	1	22	70
383999	2014-06-24	1	22	72
384000	2014-06-25	1	22	78
384001	2014-06-26	1	22	78
384002	2014-06-27	1	22	74
384003	2014-06-28	1	22	106
384004	2014-06-29	1	22	110
384005	2014-06-30	1	22	76
384006	2014-07-01	1	22	63
384007	2014-07-02	1	22	93
384008	2014-07-03	1	22	108
384009	2014-07-04	1	22	88
384010	2014-07-05	1	22	101
384011	2014-07-06	1	22	94
384012	2014-07-07	1	22	61
384013	2014-07-08	1	22	88
384014	2014-07-09	1	22	72
384015	2014-07-10	1	22	83
384016	2014-07-11	1	22	86
384017	2014-07-12	1	22	109
384018	2014-07-13	1	22	121
384019	2014-07-14	1	22	75
384020	2014-07-15	1	22	67
384021	2014-07-16	1	22	81
384022	2014-07-17	1	22	87
384023	2014-07-18	1	22	108
384024	2014-07-19	1	22	100
384025	2014-07-20	1	22	84
384026	2014-07-21	1	22	69
384027	2014-07-22	1	22	79
384028	2014-07-23	1	22	92
384029	2014-07-24	1	22	73
384030	2014-07-25	1	22	110
384031	2014-07-26	1	22	116
384032	2014-07-27	1	22	120
384033	2014-07-28	1	22	86
384034	2014-07-29	1	22	84
384035	2014-07-30	1	22	106
384036	2014-07-31	1	22	84
384037	2014-08-01	1	22	64
384038	2014-08-02	1	22	92
384039	2014-08-03	1	22	91
384040	2014-08-04	1	22	59
384041	2014-08-05	1	22	65
384042	2014-08-06	1	22	88
384043	2014-08-07	1	22	91
384044	2014-08-08	1	22	87
384045	2014-08-09	1	22	95
384046	2014-08-10	1	22	98
384047	2014-08-11	1	22	67
384048	2014-08-12	1	22	65
384049	2014-08-13	1	22	78
384050	2014-08-14	1	22	65
384051	2014-08-15	1	22	83
384052	2014-08-16	1	22	80
384053	2014-08-17	1	22	85
384054	2014-08-18	1	22	60
384055	2014-08-19	1	22	55
384056	2014-08-20	1	22	59
384057	2014-08-21	1	22	85
384058	2014-08-22	1	22	86
384059	2014-08-23	1	22	81
384060	2014-08-24	1	22	94
384061	2014-08-25	1	22	59
384062	2014-08-26	1	22	67
384063	2014-08-27	1	22	72
384064	2014-08-28	1	22	65
384065	2014-08-29	1	22	86
384066	2014-08-30	1	22	96
384067	2014-08-31	1	22	96
384068	2014-09-01	1	22	60
384069	2014-09-02	1	22	66
384070	2014-09-03	1	22	55
384071	2014-09-04	1	22	72
384072	2014-09-05	1	22	70
384073	2014-09-06	1	22	80
384074	2014-09-07	1	22	96
384075	2014-09-08	1	22	57
384076	2014-09-09	1	22	57
384077	2014-09-10	1	22	71
384078	2014-09-11	1	22	59
384079	2014-09-12	1	22	80
384080	2014-09-13	1	22	68
384081	2014-09-14	1	22	83
384082	2014-09-15	1	22	61
384083	2014-09-16	1	22	88
384084	2014-09-17	1	22	84
384085	2014-09-18	1	22	62
384086	2014-09-19	1	22	82
384087	2014-09-20	1	22	69
384088	2014-09-21	1	22	107
384089	2014-09-22	1	22	63
384090	2014-09-23	1	22	60
384091	2014-09-24	1	22	80
384092	2014-09-25	1	22	91
384093	2014-09-26	1	22	70
384094	2014-09-27	1	22	96
384095	2014-09-28	1	22	97
384096	2014-09-29	1	22	52
384097	2014-09-30	1	22	65
384098	2014-10-01	1	22	64
384099	2014-10-02	1	22	55
384100	2014-10-03	1	22	71
384101	2014-10-04	1	22	80
384102	2014-10-05	1	22	86
384103	2014-10-06	1	22	51
384104	2014-10-07	1	22	67
384105	2014-10-08	1	22	56
384106	2014-10-09	1	22	75
384107	2014-10-10	1	22	63
384108	2014-10-11	1	22	75
384109	2014-10-12	1	22	98
384110	2014-10-13	1	22	48
384111	2014-10-14	1	22	66
384112	2014-10-15	1	22	79
384113	2014-10-16	1	22	72
384114	2014-10-17	1	22	65
384115	2014-10-18	1	22	72
384116	2014-10-19	1	22	89
384117	2014-10-20	1	22	42
384118	2014-10-21	1	22	70
384119	2014-10-22	1	22	55
384120	2014-10-23	1	22	59
384121	2014-10-24	1	22	77
384122	2014-10-25	1	22	84
384123	2014-10-26	1	22	71
384124	2014-10-27	1	22	58
384125	2014-10-28	1	22	70
384126	2014-10-29	1	22	66
384127	2014-10-30	1	22	74
384128	2014-10-31	1	22	52
384129	2014-11-01	1	22	70
384130	2014-11-02	1	22	93
384131	2014-11-03	1	22	67
384132	2014-11-04	1	22	70
384133	2014-11-05	1	22	67
384134	2014-11-06	1	22	78
384135	2014-11-07	1	22	81
384136	2014-11-08	1	22	96
384137	2014-11-09	1	22	91
384138	2014-11-10	1	22	59
384139	2014-11-11	1	22	76
384140	2014-11-12	1	22	64
384141	2014-11-13	1	22	66
384142	2014-11-14	1	22	67
384143	2014-11-15	1	22	89
384144	2014-11-16	1	22	83
384145	2014-11-17	1	22	53
384146	2014-11-18	1	22	67
384147	2014-11-19	1	22	62
384148	2014-11-20	1	22	71
384149	2014-11-21	1	22	69
384150	2014-11-22	1	22	86
384151	2014-11-23	1	22	75
384152	2014-11-24	1	22	51
384153	2014-11-25	1	22	76
384154	2014-11-26	1	22	55
384155	2014-11-27	1	22	76
384156	2014-11-28	1	22	68
384157	2014-11-29	1	22	60
384158	2014-11-30	1	22	91
384159	2014-12-01	1	22	44
384160	2014-12-02	1	22	39
384161	2014-12-03	1	22	46
384162	2014-12-04	1	22	57
384163	2014-12-05	1	22	54
384164	2014-12-06	1	22	55
384165	2014-12-07	1	22	67
384166	2014-12-08	1	22	40
384167	2014-12-09	1	22	59
384168	2014-12-10	1	22	44
384169	2014-12-11	1	22	44
384170	2014-12-12	1	22	46
384171	2014-12-13	1	22	62
384172	2014-12-14	1	22	50
384173	2014-12-15	1	22	43
384174	2014-12-16	1	22	46
384175	2014-12-17	1	22	42
384176	2014-12-18	1	22	46
384177	2014-12-19	1	22	47
384178	2014-12-20	1	22	61
384179	2014-12-21	1	22	96
384180	2014-12-22	1	22	50
384181	2014-12-23	1	22	50
384182	2014-12-24	1	22	46
384183	2014-12-25	1	22	54
384184	2014-12-26	1	22	52
384185	2014-12-27	1	22	48
384186	2014-12-28	1	22	59
384187	2014-12-29	1	22	45
384188	2014-12-30	1	22	45
384189	2014-12-31	1	22	46
384190	2015-01-01	1	22	54
384191	2015-01-02	1	22	64
384192	2015-01-03	1	22	47
384193	2015-01-04	1	22	56
384194	2015-01-05	1	22	40
384195	2015-01-06	1	22	43
384196	2015-01-07	1	22	45
384197	2015-01-08	1	22	37
384198	2015-01-09	1	22	43
384199	2015-01-10	1	22	57
384200	2015-01-11	1	22	61
384201	2015-01-12	1	22	45
384202	2015-01-13	1	22	50
384203	2015-01-14	1	22	46
384204	2015-01-15	1	22	50
384205	2015-01-16	1	22	61
384206	2015-01-17	1	22	60
384207	2015-01-18	1	22	54
384208	2015-01-19	1	22	43
384209	2015-01-20	1	22	37
384210	2015-01-21	1	22	43
384211	2015-01-22	1	22	54
384212	2015-01-23	1	22	48
384213	2015-01-24	1	22	53
384214	2015-01-25	1	22	63
384215	2015-01-26	1	22	34
384216	2015-01-27	1	22	52
384217	2015-01-28	1	22	41
384218	2015-01-29	1	22	59
384219	2015-01-30	1	22	44
384220	2015-01-31	1	22	59
384221	2015-02-01	1	22	69
384222	2015-02-02	1	22	39
384223	2015-02-03	1	22	49
384224	2015-02-04	1	22	61
384225	2015-02-05	1	22	57
384226	2015-02-06	1	22	64
384227	2015-02-07	1	22	58
384228	2015-02-08	1	22	67
384229	2015-02-09	1	22	42
384230	2015-02-10	1	22	49
384231	2015-02-11	1	22	60
384232	2015-02-12	1	22	53
384233	2015-02-13	1	22	63
384234	2015-02-14	1	22	55
384235	2015-02-15	1	22	66
384236	2015-02-16	1	22	43
384237	2015-02-17	1	22	57
384238	2015-02-18	1	22	53
384239	2015-02-19	1	22	77
384240	2015-02-20	1	22	54
384241	2015-02-21	1	22	45
384242	2015-02-22	1	22	63
384243	2015-02-23	1	22	39
384244	2015-02-24	1	22	50
384245	2015-02-25	1	22	45
384246	2015-02-26	1	22	60
384247	2015-02-27	1	22	56
384248	2015-02-28	1	22	63
384249	2015-03-01	1	22	79
384250	2015-03-02	1	22	51
384251	2015-03-03	1	22	54
384252	2015-03-04	1	22	67
384253	2015-03-05	1	22	74
384254	2015-03-06	1	22	83
384255	2015-03-07	1	22	82
384256	2015-03-08	1	22	86
384257	2015-03-09	1	22	52
384258	2015-03-10	1	22	65
384259	2015-03-11	1	22	46
384260	2015-03-12	1	22	57
384261	2015-03-13	1	22	70
384262	2015-03-14	1	22	70
384263	2015-03-15	1	22	78
384264	2015-03-16	1	22	57
384265	2015-03-17	1	22	49
384266	2015-03-18	1	22	59
384267	2015-03-19	1	22	74
384268	2015-03-20	1	22	63
384269	2015-03-21	1	22	58
384270	2015-03-22	1	22	79
384271	2015-03-23	1	22	48
384272	2015-03-24	1	22	52
384273	2015-03-25	1	22	74
384274	2015-03-26	1	22	63
384275	2015-03-27	1	22	61
384276	2015-03-28	1	22	90
384277	2015-03-29	1	22	81
384278	2015-03-30	1	22	43
384279	2015-03-31	1	22	66
384280	2015-04-01	1	22	72
384281	2015-04-02	1	22	70
384282	2015-04-03	1	22	80
384283	2015-04-04	1	22	96
384284	2015-04-05	1	22	103
384285	2015-04-06	1	22	61
384286	2015-04-07	1	22	69
384287	2015-04-08	1	22	69
384288	2015-04-09	1	22	53
384289	2015-04-10	1	22	77
384290	2015-04-11	1	22	80
384291	2015-04-12	1	22	93
384292	2015-04-13	1	22	81
384293	2015-04-14	1	22	65
384294	2015-04-15	1	22	66
384295	2015-04-16	1	22	68
384296	2015-04-17	1	22	84
384297	2015-04-18	1	22	87
384298	2015-04-19	1	22	95
384299	2015-04-20	1	22	48
384300	2015-04-21	1	22	77
384301	2015-04-22	1	22	84
384302	2015-04-23	1	22	82
384303	2015-04-24	1	22	73
384304	2015-04-25	1	22	83
384305	2015-04-26	1	22	89
384306	2015-04-27	1	22	66
384307	2015-04-28	1	22	65
384308	2015-04-29	1	22	76
384309	2015-04-30	1	22	81
384310	2015-05-01	1	22	95
384311	2015-05-02	1	22	98
384312	2015-05-03	1	22	89
384313	2015-05-04	1	22	68
384314	2015-05-05	1	22	79
384315	2015-05-06	1	22	72
384316	2015-05-07	1	22	68
384317	2015-05-08	1	22	99
384318	2015-05-09	1	22	90
384319	2015-05-10	1	22	107
384320	2015-05-11	1	22	62
384321	2015-05-12	1	22	76
384322	2015-05-13	1	22	85
384323	2015-05-14	1	22	77
384324	2015-05-15	1	22	90
384325	2015-05-16	1	22	99
384326	2015-05-17	1	22	106
384327	2015-05-18	1	22	55
384328	2015-05-19	1	22	75
384329	2015-05-20	1	22	84
384330	2015-05-21	1	22	80
384331	2015-05-22	1	22	78
384332	2015-05-23	1	22	82
384333	2015-05-24	1	22	113
384334	2015-05-25	1	22	60
384335	2015-05-26	1	22	75
384336	2015-05-27	1	22	91
384337	2015-05-28	1	22	78
384338	2015-05-29	1	22	90
384339	2015-05-30	1	22	85
384340	2015-05-31	1	22	95
384341	2015-06-01	1	22	74
384342	2015-06-02	1	22	104
384343	2015-06-03	1	22	84
384344	2015-06-04	1	22	98
384345	2015-06-05	1	22	93
384346	2015-06-06	1	22	91
384347	2015-06-07	1	22	84
384348	2015-06-08	1	22	57
384349	2015-06-09	1	22	66
384350	2015-06-10	1	22	76
384351	2015-06-11	1	22	91
384352	2015-06-12	1	22	80
384353	2015-06-13	1	22	107
384354	2015-06-14	1	22	101
384355	2015-06-15	1	22	67
384356	2015-06-16	1	22	83
384357	2015-06-17	1	22	88
384358	2015-06-18	1	22	99
384359	2015-06-19	1	22	92
384360	2015-06-20	1	22	109
384361	2015-06-21	1	22	113
384362	2015-06-22	1	22	56
384363	2015-06-23	1	22	79
384364	2015-06-24	1	22	70
384365	2015-06-25	1	22	79
384366	2015-06-26	1	22	96
384367	2015-06-27	1	22	99
384368	2015-06-28	1	22	96
384369	2015-06-29	1	22	60
384370	2015-06-30	1	22	86
384371	2015-07-01	1	22	95
384372	2015-07-02	1	22	101
384373	2015-07-03	1	22	87
384374	2015-07-04	1	22	90
384375	2015-07-05	1	22	117
384376	2015-07-06	1	22	76
384377	2015-07-07	1	22	83
384378	2015-07-08	1	22	86
384379	2015-07-09	1	22	89
384380	2015-07-10	1	22	109
384381	2015-07-11	1	22	114
384382	2015-07-12	1	22	91
384383	2015-07-13	1	22	82
384384	2015-07-14	1	22	85
384385	2015-07-15	1	22	87
384386	2015-07-16	1	22	90
384387	2015-07-17	1	22	98
384388	2015-07-18	1	22	112
384389	2015-07-19	1	22	110
384390	2015-07-20	1	22	84
384391	2015-07-21	1	22	75
384392	2015-07-22	1	22	69
384393	2015-07-23	1	22	95
384394	2015-07-24	1	22	101
384395	2015-07-25	1	22	96
384396	2015-07-26	1	22	101
384397	2015-07-27	1	22	73
384398	2015-07-28	1	22	90
384399	2015-07-29	1	22	87
384400	2015-07-30	1	22	94
384401	2015-07-31	1	22	107
384402	2015-08-01	1	22	70
384403	2015-08-02	1	22	113
384404	2015-08-03	1	22	68
384405	2015-08-04	1	22	70
384406	2015-08-05	1	22	84
384407	2015-08-06	1	22	76
384408	2015-08-07	1	22	75
384409	2015-08-08	1	22	105
384410	2015-08-09	1	22	92
384411	2015-08-10	1	22	66
384412	2015-08-11	1	22	59
384413	2015-08-12	1	22	68
384414	2015-08-13	1	22	69
384415	2015-08-14	1	22	86
384416	2015-08-15	1	22	81
384417	2015-08-16	1	22	99
384418	2015-08-17	1	22	69
384419	2015-08-18	1	22	81
384420	2015-08-19	1	22	82
384421	2015-08-20	1	22	87
384422	2015-08-21	1	22	72
384423	2015-08-22	1	22	97
384424	2015-08-23	1	22	120
384425	2015-08-24	1	22	62
384426	2015-08-25	1	22	67
384427	2015-08-26	1	22	77
384428	2015-08-27	1	22	84
384429	2015-08-28	1	22	86
384430	2015-08-29	1	22	91
384431	2015-08-30	1	22	98
384432	2015-08-31	1	22	86
384433	2015-09-01	1	22	81
384434	2015-09-02	1	22	60
384435	2015-09-03	1	22	66
384436	2015-09-04	1	22	64
384437	2015-09-05	1	22	82
384438	2015-09-06	1	22	89
384439	2015-09-07	1	22	56
384440	2015-09-08	1	22	70
384441	2015-09-09	1	22	58
384442	2015-09-10	1	22	86
384443	2015-09-11	1	22	91
384444	2015-09-12	1	22	92
384445	2015-09-13	1	22	122
384446	2015-09-14	1	22	64
384447	2015-09-15	1	22	72
384448	2015-09-16	1	22	67
384449	2015-09-17	1	22	82
384450	2015-09-18	1	22	69
384451	2015-09-19	1	22	108
384452	2015-09-20	1	22	97
384453	2015-09-21	1	22	57
384454	2015-09-22	1	22	68
384455	2015-09-23	1	22	69
384456	2015-09-24	1	22	87
384457	2015-09-25	1	22	71
384458	2015-09-26	1	22	89
384459	2015-09-27	1	22	111
384460	2015-09-28	1	22	60
384461	2015-09-29	1	22	71
384462	2015-09-30	1	22	62
384463	2015-10-01	1	22	70
384464	2015-10-02	1	22	73
384465	2015-10-03	1	22	96
384466	2015-10-04	1	22	107
384467	2015-10-05	1	22	52
384468	2015-10-06	1	22	69
384469	2015-10-07	1	22	66
384470	2015-10-08	1	22	78
384471	2015-10-09	1	22	76
384472	2015-10-10	1	22	84
384473	2015-10-11	1	22	91
384474	2015-10-12	1	22	50
384475	2015-10-13	1	22	64
384476	2015-10-14	1	22	57
384477	2015-10-15	1	22	71
384478	2015-10-16	1	22	66
384479	2015-10-17	1	22	89
384480	2015-10-18	1	22	73
384481	2015-10-19	1	22	58
384482	2015-10-20	1	22	77
384483	2015-10-21	1	22	71
384484	2015-10-22	1	22	72
384485	2015-10-23	1	22	79
384486	2015-10-24	1	22	87
384487	2015-10-25	1	22	75
384488	2015-10-26	1	22	56
384489	2015-10-27	1	22	70
384490	2015-10-28	1	22	66
384491	2015-10-29	1	22	55
384492	2015-10-30	1	22	81
384493	2015-10-31	1	22	66
384494	2015-11-01	1	22	83
384495	2015-11-02	1	22	64
384496	2015-11-03	1	22	72
384497	2015-11-04	1	22	70
384498	2015-11-05	1	22	81
384499	2015-11-06	1	22	87
384500	2015-11-07	1	22	91
384501	2015-11-08	1	22	95
384502	2015-11-09	1	22	49
384503	2015-11-10	1	22	67
384504	2015-11-11	1	22	75
384505	2015-11-12	1	22	74
384506	2015-11-13	1	22	78
384507	2015-11-14	1	22	82
384508	2015-11-15	1	22	96
384509	2015-11-16	1	22	57
384510	2015-11-17	1	22	59
384511	2015-11-18	1	22	79
384512	2015-11-19	1	22	67
384513	2015-11-20	1	22	76
384514	2015-11-21	1	22	103
384515	2015-11-22	1	22	95
384516	2015-11-23	1	22	50
384517	2015-11-24	1	22	70
384518	2015-11-25	1	22	78
384519	2015-11-26	1	22	80
384520	2015-11-27	1	22	77
384521	2015-11-28	1	22	84
384522	2015-11-29	1	22	87
384523	2015-11-30	1	22	70
384524	2015-12-01	1	22	53
384525	2015-12-02	1	22	50
384526	2015-12-03	1	22	51
384527	2015-12-04	1	22	49
384528	2015-12-05	1	22	56
384529	2015-12-06	1	22	65
384530	2015-12-07	1	22	49
384531	2015-12-08	1	22	54
384532	2015-12-09	1	22	61
384533	2015-12-10	1	22	63
384534	2015-12-11	1	22	64
384535	2015-12-12	1	22	54
384536	2015-12-13	1	22	74
384537	2015-12-14	1	22	47
384538	2015-12-15	1	22	45
384539	2015-12-16	1	22	68
384540	2015-12-17	1	22	57
384541	2015-12-18	1	22	51
384542	2015-12-19	1	22	53
384543	2015-12-20	1	22	64
384544	2015-12-21	1	22	37
384545	2015-12-22	1	22	45
384546	2015-12-23	1	22	44
384547	2015-12-24	1	22	65
384548	2015-12-25	1	22	49
384549	2015-12-26	1	22	73
384550	2015-12-27	1	22	62
384551	2015-12-28	1	22	42
384552	2015-12-29	1	22	52
384553	2015-12-30	1	22	38
384554	2015-12-31	1	22	55
384555	2016-01-01	1	22	66
384556	2016-01-02	1	22	58
384557	2016-01-03	1	22	79
384558	2016-01-04	1	22	40
384559	2016-01-05	1	22	63
384560	2016-01-06	1	22	44
384561	2016-01-07	1	22	71
384562	2016-01-08	1	22	60
384563	2016-01-09	1	22	72
384564	2016-01-10	1	22	77
384565	2016-01-11	1	22	47
384566	2016-01-12	1	22	40
384567	2016-01-13	1	22	51
384568	2016-01-14	1	22	55
384569	2016-01-15	1	22	72
384570	2016-01-16	1	22	72
384571	2016-01-17	1	22	57
384572	2016-01-18	1	22	33
384573	2016-01-19	1	22	34
384574	2016-01-20	1	22	42
384575	2016-01-21	1	22	45
384576	2016-01-22	1	22	65
384577	2016-01-23	1	22	56
384578	2016-01-24	1	22	58
384579	2016-01-25	1	22	31
384580	2016-01-26	1	22	36
384581	2016-01-27	1	22	59
384582	2016-01-28	1	22	38
384583	2016-01-29	1	22	46
384584	2016-01-30	1	22	58
384585	2016-01-31	1	22	64
384586	2016-02-01	1	22	48
384587	2016-02-02	1	22	61
384588	2016-02-03	1	22	56
384589	2016-02-04	1	22	66
384590	2016-02-05	1	22	66
384591	2016-02-06	1	22	64
384592	2016-02-07	1	22	74
384593	2016-02-08	1	22	34
384594	2016-02-09	1	22	55
384595	2016-02-10	1	22	73
384596	2016-02-11	1	22	74
384597	2016-02-12	1	22	77
384598	2016-02-13	1	22	65
384599	2016-02-14	1	22	82
384600	2016-02-15	1	22	52
384601	2016-02-16	1	22	45
384602	2016-02-17	1	22	63
384603	2016-02-18	1	22	73
384604	2016-02-19	1	22	70
384605	2016-02-20	1	22	63
384606	2016-02-21	1	22	59
384607	2016-02-22	1	22	50
384608	2016-02-23	1	22	72
384609	2016-02-24	1	22	60
384610	2016-02-25	1	22	53
384611	2016-02-26	1	22	63
384612	2016-02-27	1	22	78
384613	2016-02-28	1	22	67
384614	2016-02-29	1	22	48
384615	2016-03-01	1	22	68
384616	2016-03-02	1	22	55
384617	2016-03-03	1	22	69
